2025-03-30 22:43:42,867 - INFO - System: TrafficManager initialized. Ready to manage lane traffic
2025-03-30 22:43:42,868 - INFO - System: TrafficManager initialized. Ready to manage lane traffic
2025-03-30 22:43:42,868 - INFO - System: FleetManager initialized. With TrafficManager
2025-03-30 22:43:42,932 - INFO - System: System initialized. Loading graph from C:/COLLEGE/Placements/Final/GoatPSGHackathon_22PC16/fleet_management_system/data/nav_graph_1.json
2025-03-30 22:44:01,856 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:01,918 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:01,980 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,045 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,108 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,169 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,233 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,296 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,361 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,422 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,484 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,547 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,608 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,661 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,720 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,782 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,842 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,895 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:02,958 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,020 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,082 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,145 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,208 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,270 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,332 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,394 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,456 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,517 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,571 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,631 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,696 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,757 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,812 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,873 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,930 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:03,992 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,054 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,116 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,179 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,241 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,302 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,363 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,425 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,487 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,549 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,612 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,677 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,738 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,801 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,863 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,923 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:04,987 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,045 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,108 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,163 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,226 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,288 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,349 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,413 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,471 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,534 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,597 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,659 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,726 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,790 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,853 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,913 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:05,968 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:06,024 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:06,083 - INFO - System: Lane reserved. Robot 2 reserved lane (7, 6)
2025-03-30 22:44:06,083 - INFO - System: Lane released. Lane (7, 6) is now available (was used by robot 2)
2025-03-30 22:44:06,084 - INFO - Robot 2: Reached waypoint. 1/3
2025-03-30 22:44:06,145 - INFO - System: Lane reserved. Robot 2 reserved lane (6, 6)
2025-03-30 22:44:06,210 - INFO - Robot 2: Reached destination. at [9.962933, -5.3731146]
